Gene,Late RPCs_spec,Photoreceptor Precursor_spec,RGC_spec,Early RPCs_spec,Amacrine_spec,Muller Glia_spec,Horizontal_spec,Bipolar_spec,Photoreceptor_spec
mafba,0.908071749,0.908071749,0.908071749,0.908071749,0.908071749,0.951188986,0.908071749,0.908071749,0.908071749
rnf114,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.995583981
spata2,0.925465839,0.925465839,0.960955269,0.925465839,0.925465839,0.925465839,0.925465839,0.925465839,0.925465839
si:dkey-9l20.3,0.984981227,0.979447853,0.979447853,0.979447853,0.979447853,0.979447853,0.979447853,0.979447853,0.979447853
pacsin1a,0.790408526,0.790408526,0.790408526,0.790408526,0.790408526,0.790408526,0.790408526,0.790408526,0.852484472
nudt3a,0.926145881,0.926145881,0.926145881,0.945398773,0.926145881,0.926145881,0.926145881,0.926145881,0.926145881
smim29,0.876046901,0.876046901,0.876046901,0.878881988,0.876046901,0.876046901,0.876046901,0.876046901,0.876046901
hmga1a,0.000304553,0.000304553,0.000304553,0.009713701,0.000304553,0.000304553,0.000304553,0.000304553,0.000304553
opn7b,1,1,1,1,1,1,1,1,1
slc9a8,0.976851852,0.976851852,0.976851852,0.976851852,0.976851852,0.976851852,0.979820628,0.976851852,0.976851852
b4galt5,0.999223602,0.999223602,0.999847723,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
FQ323119.1,0.987970154,0.987970154,0.987970154,0.996114519,0.987970154,0.987970154,0.987970154,0.987970154,0.987970154
aar2,0.833257195,0.833257195,0.833257195,0.958850932,0.833257195,0.833257195,0.833257195,0.833257195,0.833257195
zgc:113278,0.997868129,0.997868129,0.997868129,0.998748436,0.997868129,0.997868129,0.997868129,0.997868129,0.997868129
arl6ip5b,0.696759259,0.696759259,0.696759259,0.696759259,0.696759259,0.696759259,0.747670807,0.696759259,0.696759259
srsf6a,0.538754378,0.538754378,0.538754378,0.77402863,0.538754378,0.538754378,0.538754378,0.538754378,0.538754378
si:ch211-10d23.5,0.98757764,0.98757764,0.988274707,0.98757764,0.98757764,0.98757764,0.98757764,0.98757764,0.98757764
l3mbtl1,0.997670807,0.997670807,0.998862775,0.997670807,0.997670807,0.997670807,0.997670807,0.997670807,0.997670807
l3mbtl1a,0.999223602,0.999223602,1,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
sgk2a,0.995451099,0.995451099,0.995451099,0.995451099,0.99689441,0.995451099,0.995451099,0.995451099,0.995451099
mybl2a,0.946703213,0.946703213,0.946703213,0.979166667,0.946703213,0.946703213,0.946703213,0.946703213,0.946703213
adtrp1,0.934280639,0.934280639,0.934280639,0.934280639,0.934280639,0.934280639,0.934280639,0.934280639,0.953098827
ptpdc1b,0.808170515,0.808170515,0.808170515,0.808170515,0.808170515,0.808170515,0.808170515,0.808170515,0.988425926
zgc:171857,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.99954317,0.997757848,0.997757848,0.997757848
wnt7ab,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999897751,0.997757848,0.997757848,0.997757848
nup210,0.745545911,0.745545911,0.745545911,0.875357873,0.745545911,0.745545911,0.745545911,0.745545911,0.745545911
IQSEC1,0.998447205,0.998447205,0.998862775,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
gp9,0.998862775,0.998862775,0.998862775,0.998862775,0.999486125,0.998862775,0.998862775,0.998862775,0.998862775
cnbpa,0.021166438,0.021166438,0.021166438,0.281186094,0.021166438,0.021166438,0.021166438,0.021166438,0.021166438
raf1a,0.97670169,0.97670169,0.97670169,0.988789238,0.97670169,0.97670169,0.97670169,0.97670169,0.97670169
syn2a,0.704192547,0.704192547,0.80060652,0.704192547,0.704192547,0.704192547,0.704192547,0.704192547,0.704192547
vgll4a,0.986751942,0.986751942,0.986751942,0.99103139,0.986751942,0.986751942,0.986751942,0.986751942,0.986751942
slc6a1a,0.826383624,0.826383624,0.826383624,0.826383624,0.917701863,0.826383624,0.826383624,0.826383624,0.826383624
tnnc1a,0.999086341,0.999086341,0.999086341,0.999486125,0.999086341,0.999086341,0.999086341,0.999086341,0.999086341
atp6ap1a,0.758436945,0.758436945,0.758436945,0.758436945,0.758436945,0.758436945,0.758436945,0.758436945,0.809782609
taz,0.852596315,0.852596315,0.852596315,0.947981366,0.852596315,0.852596315,0.852596315,0.852596315,0.852596315
ngfa,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
kcna2b,0.99378882,0.99378882,0.999620925,0.99378882,0.99378882,0.99378882,0.99378882,0.99378882,0.99378882
etv7,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.998223801,0.997685185,0.997685185
ube2t,0.535708847,0.535708847,0.535708847,0.884151329,0.535708847,0.535708847,0.535708847,0.535708847,0.535708847
zgc:194242,0.999847723,0.999847723,0.999847723,0.999897751,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
tulp1a,0.143872114,0.143872114,0.143872114,0.143872114,0.143872114,0.143872114,0.143872114,0.143872114,0.342928661
tead3a,0.990711131,0.990711131,0.990711131,0.998458376,0.990711131,0.990711131,0.990711131,0.990711131,0.990711131
smpd2a,0.999223602,0.999223602,0.999486125,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
pkp1a,1,1,1,1,1,1,1,1,1
tnnt2a,0.997868129,0.997868129,0.997868129,0.999897751,0.997868129,0.997868129,0.997868129,0.997868129,0.997868129
lad1,0.996118012,0.996118012,0.998748436,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012
tnni1a,1,1,1,1,1,1,1,1,1
ftr57,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
phlda3,0.940993789,0.940993789,0.943353129,0.940993789,0.940993789,0.940993789,0.940993789,0.940993789,0.940993789
csrp1a,0.965433227,0.965433227,0.965433227,0.994683027,0.965433227,0.965433227,0.965433227,0.965433227,0.965433227
NAV1,0.989385898,0.989385898,0.989385898,0.989385898,0.994565217,0.989385898,0.989385898,0.989385898,0.989385898
mybpha,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.999847723,0.998972251
zmp:0000001139,0.999620925,0.999620925,0.999620925,0.999620925,0.999795501,0.999620925,0.999620925,0.999620925,0.999620925
syt2a,0.645186335,0.645186335,0.868460955,0.645186335,0.645186335,0.645186335,0.645186335,0.645186335,0.645186335
BX323087.1,0.984304933,0.984304933,0.984304933,0.984304933,0.984304933,0.998223801,0.984304933,0.984304933,0.984304933
bmp7b,0.932541495,0.932541495,0.932541495,0.941704036,0.932541495,0.932541495,0.932541495,0.932541495,0.932541495
spo11,0.994213492,0.994213492,0.994213492,0.99924185,0.994213492,0.994213492,0.994213492,0.994213492,0.994213492
rbm38,0.906132666,0.954890068,0.906132666,0.906132666,0.906132666,0.906132666,0.906132666,0.906132666,0.906132666
mipb,0.925488181,0.925488181,0.925488181,0.925488181,0.925488181,0.925488181,0.925488181,0.93328279,0.925488181
CR450824.2,1,1,1,1,1,1,1,1,1
baz2a,0.655855033,0.655855033,0.655855033,0.800204499,0.655855033,0.655855033,0.655855033,0.655855033,0.655855033
ptges3b,0.058778742,0.058778742,0.058778742,0.415848671,0.058778742,0.058778742,0.058778742,0.058778742,0.058778742
FP102169.1,0.979820628,0.979820628,0.979820628,0.979820628,0.979820628,0.99795501,0.979820628,0.979820628,0.979820628
si:ch211-117c9.5,0.85326087,0.85326087,0.881944444,0.85326087,0.85326087,0.85326087,0.85326087,0.85326087,0.85326087
ftr59,0.999695447,0.999695447,0.999695447,1,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
ftr58,0.999086341,0.999086341,0.999086341,0.999897751,0.999086341,0.999086341,0.999086341,0.999086341,0.999086341
trim35-39,0.985533729,0.985533729,0.985533729,0.99689441,0.985533729,0.985533729,0.985533729,0.985533729,0.985533729
si:ch211-117c9.2,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.99954317,0.997685185,0.997685185
si:ch211-117c9.1,0.998748436,1,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
edem2,0.96528095,0.96528095,0.96528095,0.965838509,0.96528095,0.96528095,0.96528095,0.96528095,0.96528095
prpf6,0.608344754,0.608344754,0.608344754,0.809100204,0.608344754,0.608344754,0.608344754,0.608344754,0.608344754
slco4a1,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.99537037
gata5,0.997411299,0.997411299,0.997411299,0.999795501,0.997411299,0.997411299,0.997411299,0.997411299,0.997411299
rbbp8l,0.991472514,0.991472514,0.991472514,0.996245307,0.991472514,0.991472514,0.991472514,0.991472514,0.991472514
hck,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.998447205,0.997685185,0.997685185
tm9sf4,0.909090909,0.909090909,0.909090909,0.955745342,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
plagl2,0.988731536,0.988731536,0.988731536,0.988789238,0.988731536,0.988731536,0.988731536,0.988731536,0.988731536
pofut1,0.989949749,0.989949749,0.989949749,0.997137014,0.989949749,0.989949749,0.989949749,0.989949749,0.989949749
kif3b,0.937219731,0.937219731,0.937219731,0.937219731,0.937219731,0.941770186,0.937219731,0.937219731,0.937219731
PCMTD2,0.995341615,0.995341615,0.996916752,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615
myt1b,0.61878882,0.61878882,0.619732785,0.61878882,0.61878882,0.61878882,0.61878882,0.61878882,0.61878882
oprl1,0.976708075,0.976708075,0.989385898,0.976708075,0.976708075,0.976708075,0.976708075,0.976708075,0.976708075
rgs19,0.995515695,0.995515695,0.995515695,0.995515695,0.995515695,0.997685185,0.995515695,0.995515695,0.995515695
tcea2,0.874439462,0.874439462,0.874439462,0.874439462,0.874439462,0.88091975,0.874439462,0.874439462,0.874439462
sox18,0.991777067,0.991777067,0.991777067,0.993558282,0.991777067,0.991777067,0.991777067,0.991777067,0.991777067
xkr7,0.981481481,0.981481481,0.981481481,0.981481481,0.981481481,0.981481481,0.988354037,0.981481481,0.981481481
ccm2l,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.995515695,0.993055556,0.993055556
cables2b,0.982478098,0.986547085,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098
si:dkey-66g10.2,0.983401858,0.983401858,0.983401858,0.997496871,0.983401858,0.983401858,0.983401858,0.983401858,0.983401858
rps21,0.000761383,0.000761383,0.000761383,0.001840491,0.000761383,0.000761383,0.000761383,0.000761383,0.000761383
acss2,0.785746916,0.785746916,0.785746916,0.843554443,0.785746916,0.785746916,0.785746916,0.785746916,0.785746916
BX511246.1,0.952032892,0.952032892,0.952032892,0.970852018,0.952032892,0.952032892,0.952032892,0.952032892,0.952032892
soga1,0.753881988,0.753881988,0.784753363,0.753881988,0.753881988,0.753881988,0.753881988,0.753881988,0.753881988
osbpl2b,0.928251121,0.928251121,0.928251121,0.928251121,0.928251121,0.967565098,0.928251121,0.928251121,0.928251121
adrm1,0.585503274,0.585503274,0.585503274,0.789570552,0.585503274,0.585503274,0.585503274,0.585503274,0.585503274
lama5,0.930493274,0.930493274,0.930493274,0.930493274,0.930493274,0.980204051,0.930493274,0.930493274,0.930493274
mapre1b,0.502360286,0.502360286,0.502360286,0.565993789,0.502360286,0.502360286,0.502360286,0.502360286,0.502360286
prkcbp1l,0.84665753,0.84665753,0.84665753,0.86878882,0.84665753,0.84665753,0.84665753,0.84665753,0.84665753
slc16a7,0.999620925,0.999620925,0.999620925,0.999620925,0.999897751,0.999620925,0.999620925,0.999620925,0.999620925
si:ch211-220i18.4,1,1,1,1,1,1,1,1,1
plxnb1a,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.908071749,0.888888889,0.888888889
zgc:171775,0.992797574,0.992797574,0.992797574,0.992797574,0.995515695,0.992797574,0.992797574,0.992797574,0.992797574
krt5,0.703379224,0.762331839,0.703379224,0.703379224,0.703379224,0.703379224,0.703379224,0.703379224,0.703379224
krt8,0.871478605,0.871478605,0.871478605,0.943946188,0.871478605,0.871478605,0.871478605,0.871478605,0.871478605
krt18a.1,0.901172529,0.901172529,0.901172529,0.964125561,0.901172529,0.901172529,0.901172529,0.901172529,0.901172529
krt18a.2,1,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501
eif4ba,0.844068829,0.844068829,0.844068829,0.944099379,0.844068829,0.844068829,0.844068829,0.844068829,0.844068829
tns2a,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997757848,0.997685185,0.997685185
foxp1a,0.851682656,0.851682656,0.851682656,0.93609407,0.851682656,0.851682656,0.851682656,0.851682656,0.851682656
eif4e3,0.843459723,0.843459723,0.843459723,0.847826087,0.843459723,0.843459723,0.843459723,0.843459723,0.843459723
rybpa,0.769409938,0.769409938,0.878316907,0.769409938,0.769409938,0.769409938,0.769409938,0.769409938,0.769409938
ppp4r2a,0.776001218,0.776001218,0.776001218,0.878834356,0.776001218,0.776001218,0.776001218,0.776001218,0.776001218
pdzrn3a,1,1,1,1,1,1,1,1,1
cntn3a.2,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
chl1a,0.69955157,0.69955157,0.69955157,0.69955157,0.69955157,0.808170515,0.69955157,0.69955157,0.69955157
cntn3a.1,0.989906832,0.989906832,0.993833505,0.989906832,0.989906832,0.989906832,0.989906832,0.989906832,0.989906832
si:dkey-178k16.1,0.909937888,0.909937888,0.973843821,0.909937888,0.909937888,0.909937888,0.909937888,0.909937888,0.909937888
AL929345.2,1,1,1,1,1,1,1,1,1
edn3b,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
ttll9,0.999695447,0.999695447,0.999695447,0.999795501,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
fam217b,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.998447205
ppp1r3da,0.923766816,0.923766816,0.923766816,0.923766816,0.923766816,0.972222222,0.923766816,0.923766816,0.923766816
sycp2,0.999238617,0.999238617,0.999238617,1,0.999238617,0.999238617,0.999238617,0.999238617,0.999238617
phactr3a,0.909161491,0.909161491,0.957164519,0.909161491,0.909161491,0.909161491,0.909161491,0.909161491,0.909161491
pigt,0.994565217,0.994565217,0.994974874,0.994565217,0.994565217,0.994565217,0.994565217,0.994565217,0.994565217
wfdc2,0.881165919,0.881165919,0.881165919,0.881165919,0.881165919,0.98401421,0.881165919,0.881165919,0.881165919
snx21,0.994670321,0.994670321,0.994670321,0.997496871,0.994670321,0.994670321,0.994670321,0.994670321,0.994670321
si:ch211-153a8.4,0.850312167,0.850312167,0.850312167,0.946625767,0.850312167,0.850312167,0.850312167,0.850312167,0.850312167
si:zfos-452g4.1,0.981574539,0.981574539,0.981574539,0.984304933,0.981574539,0.981574539,0.981574539,0.981574539,0.981574539
si:dkey-96f10.1,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.999390894
smc1al,0.178011268,0.178011268,0.178011268,0.356134969,0.178011268,0.178011268,0.178011268,0.178011268,0.178011268
ndnl2,0.736104766,0.736104766,0.736104766,0.88404908,0.736104766,0.736104766,0.736104766,0.736104766,0.736104766
si:dkey-150i13.2,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999086341,0.997757848,0.997757848,0.997757848
BX546500.1,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.997563575
samd10b,0.967592593,0.967592593,0.967592593,0.967592593,0.967592593,0.967592593,0.979909022,0.967592593,0.967592593
CR450832.1,0.999086341,0.999086341,0.999086341,0.999795501,0.999086341,0.999086341,0.999086341,0.999086341,0.999086341
ZNF512B,0.993012422,0.993012422,0.993055556,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422
uckl1b,0.943161634,0.943161634,0.943161634,0.943161634,0.943161634,0.943161634,0.943161634,0.943161634,0.981481481
zbtb46,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998748436
lmod3,1,1,1,1,1,1,1,1,1
naa10,0.183797777,0.183797777,0.183797777,0.553271984,0.183797777,0.183797777,0.183797777,0.183797777,0.183797777
g6pd,0.872239988,0.872239988,0.872239988,0.873889876,0.872239988,0.872239988,0.872239988,0.872239988,0.872239988
si:dkey-90a13.10,0.96573778,0.96573778,0.96573778,0.998568507,0.96573778,0.96573778,0.96573778,0.96573778,0.96573778
adcy6a,0.97309417,0.97309417,0.97309417,0.97309417,0.97309417,0.97826087,0.97309417,0.97309417,0.97309417
cacnb3a,0.997670807,0.997670807,0.999897751,0.997670807,0.997670807,0.997670807,0.997670807,0.997670807,0.997670807
ddx23,0.449368052,0.449368052,0.449368052,0.691513292,0.449368052,0.449368052,0.449368052,0.449368052,0.449368052
birc7,0.999223602,0.999223602,0.999390894,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
nkain4,0.993012422,0.993012422,0.994313874,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422
CR354537.1,1,1,1,1,1,1,1,1,1
CR388373.3,0.999223602,0.999223602,1,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
si:rp71-79p20.2,0.99689441,0.99689441,0.997685185,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441
gss,0.985990559,0.985990559,0.985990559,0.991119005,0.985990559,0.985990559,0.985990559,0.985990559,0.985990559
exosc10,0.808740673,0.808740673,0.808740673,0.953416149,0.808740673,0.808740673,0.808740673,0.808740673,0.808740673
sla2,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.995736257,0.99537037,0.99537037
ndrg3b,0.506944444,0.506944444,0.506944444,0.506944444,0.506944444,0.506944444,0.795035785,0.506944444,0.506944444
phf20b,0.530531445,0.530531445,0.530531445,0.780136467,0.530531445,0.530531445,0.530531445,0.530531445,0.530531445
si:ch211-218g4.2,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.996447602,0.99537037,0.99537037
sulf2b,0.850931677,0.850931677,0.893858984,0.850931677,0.850931677,0.850931677,0.850931677,0.850931677,0.850931677
eef1a2,0.99924185,0.99924185,0.99924185,0.99924185,0.999488753,0.99924185,0.99924185,0.99924185,0.99924185
mrgbp,0.552763819,0.552763819,0.552763819,0.807668712,0.552763819,0.552763819,0.552763819,0.552763819,0.552763819
ntsr1,0.998862775,0.998862775,0.998862775,0.998862775,1,0.998862775,0.998862775,0.998862775,0.998862775
si:dkeyp-100a5.4,0.941678087,0.941678087,0.941678087,0.99103139,0.941678087,0.941678087,0.941678087,0.941678087,0.941678087
snphb,0.995341615,0.995341615,0.999620925,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615
sdcbp2,0.564032283,0.564032283,0.564032283,0.65470852,0.564032283,0.564032283,0.564032283,0.564032283,0.564032283
fkbp1ab,0.7004111,0.7004111,0.7004111,0.7004111,0.7004111,0.7004111,0.7004111,0.782227785,0.7004111
si:ch211-224l10.4,0.998748436,0.999897751,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
fbxo44,0.939461883,0.939461883,0.939461883,0.939461883,0.939461883,0.955992082,0.939461883,0.939461883,0.939461883
si:rp71-1k13.6,0.983729662,0.99103139,0.983729662,0.983729662,0.983729662,0.983729662,0.983729662,0.983729662,0.983729662
zgc:153722,0.99954317,0.99954317,0.99954317,0.999795501,0.99954317,0.99954317,0.99954317,0.99954317,0.99954317
zgc:114081,0.993452109,0.993452109,0.993452109,0.997648262,0.993452109,0.993452109,0.993452109,0.993452109,0.993452109
zgc:100832,0.958428506,0.958428506,0.958428506,0.984304933,0.958428506,0.958428506,0.958428506,0.958428506,0.958428506
zgc:173570,0.98136646,0.98136646,0.987566607,0.98136646,0.98136646,0.98136646,0.98136646,0.98136646,0.98136646
zgc:114174,0.961883408,0.961883408,0.961883408,0.961883408,0.961883408,0.98416324,0.961883408,0.961883408,0.961883408
si:dkey-147f3.8,0.972894777,0.972894777,0.972894777,0.993273543,0.972894777,0.972894777,0.972894777,0.972894777,0.972894777
si:dkey-147f3.4,0.99954317,0.99954317,0.99954317,0.999897751,0.99954317,0.99954317,0.99954317,0.99954317,0.99954317
cdc42l2,0.979747221,0.979747221,0.979747221,0.993273543,0.979747221,0.979747221,0.979747221,0.979747221,0.979747221
dnmt3bb.3,0.863864778,0.863864778,0.863864778,0.948977505,0.863864778,0.863864778,0.863864778,0.863864778,0.863864778
dnmt3bb.2,0.763666819,0.763666819,0.763666819,0.947341513,0.763666819,0.763666819,0.763666819,0.763666819,0.763666819
dnmt3bb.1,0.830211664,0.830211664,0.830211664,0.960940695,0.830211664,0.830211664,0.830211664,0.830211664,0.830211664
commd7,0.650982184,0.650982184,0.650982184,0.842391304,0.650982184,0.650982184,0.650982184,0.650982184,0.650982184
nol4lb,0.981481481,0.981481481,0.981481481,0.981481481,0.981481481,0.981481481,0.986801242,0.981481481,0.981481481
SRMS,0.992236025,0.992236025,0.995451099,0.992236025,0.992236025,0.992236025,0.992236025,0.992236025,0.992236025
ptk6b,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.99924185,0.998972251
BX649300.2,1,1,1,1,1,1,1,1,1
ppdpfb,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.022421525,0.009259259,0.009259259
tpd52l2b,0.60636646,0.60636646,0.633622659,0.60636646,0.60636646,0.60636646,0.60636646,0.60636646,0.60636646
BX649300.3,1,1,1,1,1,1,1,1,1
trim101,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.993273543
dnajc5ab,0.554174067,0.554174067,0.554174067,0.554174067,0.554174067,0.554174067,0.554174067,0.554174067,0.678347935
gid8b,0.865387544,0.865387544,0.865387544,0.894409938,0.865387544,0.865387544,0.865387544,0.865387544,0.865387544
slc17a9b,0.953555657,0.953555657,0.953555657,0.996523517,0.953555657,0.953555657,0.953555657,0.953555657,0.953555657
bhlhe23,0.551387461,0.551387461,0.551387461,0.551387461,0.551387461,0.551387461,0.551387461,0.811220622,0.551387461
CR381647.5,1,1,1,1,1,1,1,1,1
rnd1a,0.87962963,0.87962963,0.87962963,0.87962963,0.87962963,0.87962963,0.915087187,0.87962963,0.87962963
prim1,0.7047358,0.7047358,0.7047358,0.888139059,0.7047358,0.7047358,0.7047358,0.7047358,0.7047358
tfip11,0.911070504,0.911070504,0.911070504,0.949534161,0.911070504,0.911070504,0.911070504,0.911070504,0.911070504
naca,0.001979595,0.001979595,0.001979595,0.0299591,0.001979595,0.001979595,0.001979595,0.001979595,0.001979595
si:ch73-390p7.2,0.848332572,0.848332572,0.848332572,0.955156951,0.848332572,0.848332572,0.848332572,0.848332572,0.848332572
CU234171.1,0.999620925,0.999620925,0.999620925,0.999620925,1,0.999620925,0.999620925,0.999620925,0.999620925
chia.4,0.999223602,0.999223602,0.99954317,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
chia.6,0.998781788,0.998781788,0.998781788,1,0.998781788,0.998781788,0.998781788,0.998781788,0.998781788
pm20d1.2,0.968609865,0.968609865,0.968609865,0.968609865,0.968609865,0.980461812,0.968609865,0.968609865,0.968609865
pm20d1.1,0.997868129,0.997868129,0.997868129,0.998447205,0.997868129,0.997868129,0.997868129,0.997868129,0.997868129
zgc:92287,0.977767626,0.977767626,0.977767626,0.991239049,0.977767626,0.977767626,0.977767626,0.977767626,0.977767626
mfsd4ab,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
nucks1b,0.334094716,0.334094716,0.334094716,0.672597137,0.334094716,0.334094716,0.334094716,0.334094716,0.334094716
tafa4a,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
tafa1a,0.968167702,0.968167702,0.970811221,0.968167702,0.968167702,0.968167702,0.968167702,0.968167702,0.968167702
hsd17b10,0.451499924,0.451499924,0.451499924,0.789877301,0.451499924,0.451499924,0.451499924,0.451499924,0.451499924
fam120c,0.825795645,0.825795645,0.825795645,0.877314815,0.825795645,0.825795645,0.825795645,0.825795645,0.825795645
avpr2ab,0.995515695,0.995515695,0.995515695,0.995515695,0.995515695,0.998477235,0.995515695,0.995515695,0.995515695
sephs2,0.693924166,0.693924166,0.693924166,0.740926158,0.693924166,0.693924166,0.693924166,0.693924166,0.693924166
ssr4,0.242271966,0.242271966,0.242271966,0.520962733,0.242271966,0.242271966,0.242271966,0.242271966,0.242271966
ikbkg,0.893863256,0.893863256,0.893863256,0.936335404,0.893863256,0.893863256,0.893863256,0.893863256,0.893863256
zgc:158296,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.998447205,0.99537037,0.99537037
arhgap4b,0.986801242,0.986801242,0.990144049,0.986801242,0.986801242,0.986801242,0.986801242,0.986801242,0.986801242
zgc:103759,0.993604386,0.993604386,0.993604386,0.997346475,0.993604386,0.993604386,0.993604386,0.993604386,0.993604386
myh7bb,0.999086341,0.998875256,0.998875256,0.998875256,0.998875256,0.998875256,0.998875256,0.998875256,0.998875256
emp3b,0.998458376,0.998458376,0.998458376,0.998458376,0.998458376,0.998458376,0.998458376,0.999238617,0.998458376
nsfl1c,0.366834171,0.366834171,0.366834171,0.593865031,0.366834171,0.366834171,0.366834171,0.366834171,0.366834171
si:ch211-209j10.6,0.906806761,0.906806761,0.906806761,0.943473792,0.906806761,0.906806761,0.906806761,0.906806761,0.906806761
cox4i2,0.282415631,0.282415631,0.282415631,0.282415631,0.282415631,0.282415631,0.282415631,0.282415631,0.697309417
bcl2l1,0.875776398,0.875776398,0.886107635,0.875776398,0.875776398,0.875776398,0.875776398,0.875776398,0.875776398
arfgef2,0.995515695,0.995515695,0.995515695,0.995515695,0.995515695,0.996118012,0.995515695,0.995515695,0.995515695
pard6b,0.999620925,0.999488753,0.999488753,0.999488753,0.999488753,0.999488753,0.999488753,0.999488753,0.999488753
fkbpl,0.914572864,0.914572864,0.914572864,0.965838509,0.914572864,0.914572864,0.914572864,0.914572864,0.914572864
si:ch73-381f5.2,1,1,1,1,1,1,1,1,1
ebp,0.849398508,0.849398508,0.849398508,0.958997955,0.849398508,0.849398508,0.849398508,0.849398508,0.849398508
si:dkey-93l1.4,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
ccdc115,0.906045378,0.906045378,0.906045378,0.909722222,0.906045378,0.906045378,0.906045378,0.906045378,0.906045378
si:dkey-109j17.5,0.97515528,0.97515528,0.981046247,0.97515528,0.97515528,0.97515528,0.97515528,0.97515528,0.97515528
apobec2b,0.999223602,0.999223602,0.999486125,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
oard1,0.980965433,0.980965433,0.980965433,0.993273543,0.980965433,0.980965433,0.980965433,0.980965433,0.980965433
guca1b,0.975133215,0.975133215,0.975133215,0.975133215,0.975133215,0.975133215,0.975133215,0.975133215,0.99689441
klhdc8b,0.99689441,0.99689441,0.997685185,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441
tasorb,0.879853815,0.879853815,0.879853815,0.923136646,0.879853815,0.879853815,0.879853815,0.879853815,0.879853815
asb14b,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
