Gene,Late RPCs,Photoreceptor Precursor,RGC,Early RPCs,Amacrine,Muller Glia,Horizontal,Bipolar,Photoreceptor
grid2,0.000204499,0.002503129,0.00621118,0.000304553,0.00075815,0,0.002314815,0.004110997,0.001776199
atoh1a,0.002760736,0.006257822,0.002329193,0.004416019,0.001137225,0,0,0,0.001776199
smarcad1a,0.11400818,0.028785982,0.065993789,0.255824577,0.056482183,0.015695067,0.027777778,0.021582734,0.019538188
mpeg1.3,0,0,0,0,0,0,0,0,0
prf1.6,0,0,0,0,0,0,0,0.000513875,0
prf1.5,0,0,0.000776398,0,0.001895375,0,0,0.001027749,0
mpeg1.1,0.000306748,0,0,0.000152277,0.00075815,0,0,0.000513875,0
si:ch211-103n10.5,0.001226994,0.001251564,0.000776398,0.005177402,0.001137225,0,0,0.001027749,0
tspan36,0.100204499,0.051314143,0.036490683,0.346885945,0.039802881,0.076233184,0.020833333,0.039054471,0.019538188
mapk4,0.024642127,0.008760951,0.113354037,0.01933912,0.023881729,0.02690583,0.009259259,0.028776978,0.003552398
slc20a2,0.049079755,0.042553191,0.097049689,0.179838587,0.087945413,0.042600897,0.039351852,0.030832477,0.081705151
hsd17b3,0.003374233,0.002503129,0.002329193,0.009136592,0.001137225,0,0.002314815,0.000513875,0.008880995
ercc6l2,0.001533742,0.001251564,0.00310559,0.008832039,0.001137225,0,0,0.001027749,0.005328597
ptch1,0.000306748,0,0,0.001675042,0.00075815,0.002242152,0,0.000513875,0
fancc,0.006850716,0.006257822,0,0.018425461,0.00075815,0.002242152,0,0.001541624,0.001776199
aopep,0.006339468,0.001251564,0.00621118,0.021166438,0.003411676,0,0,0.001027749,0.001776199
dock8,0.020347648,0.012515645,0.006987578,0.009593422,0.002653525,0.210762332,0.025462963,0.007708119,0.019538188
cbwd,0.046625767,0.038798498,0.052795031,0.137353434,0.045489007,0.02690583,0.023148148,0.018499486,0.031971581
foxd5,0.003783231,0.002503129,0,0.011725293,0.0015163,0,0.002314815,0.001027749,0
pgm5,0,0,0,0,0,0,0,0,0
BCR,0.002453988,0.002503129,0.00931677,0.001218212,0.019711903,0,0.002314815,0.005652621,0
specc1la,0.024539877,0.016270338,0.028726708,0.045835237,0.020470053,0.020179372,0.030092593,0.014388489,0.008880995
adora2aa,0.004396728,0.003754693,0.000776398,0.001675042,0.004927976,0,0.006944444,0.000513875,0.003552398
upb1,0.002249489,0,0.002329193,0.006547891,0.0015163,0.011210762,0,0.003083248,0.001776199
gucd1,0.049284254,0.035043805,0.038819876,0.127455459,0.039802881,0.049327354,0.043981481,0.038540596,0.026642984
snrpd3,0.018609407,0.005006258,0.013198758,0.057865083,0.015163002,0.002242152,0.006944444,0.004624872,0.001776199
p2rx4b,0.0099182,0.021276596,0.010093168,0.016598142,0.009097801,0.006726457,0.016203704,0.008221994,0.007104796
p2rx7,0.000204499,0,0.000776398,0.000761383,0.001137225,0.002242152,0,0.000513875,0
tas2r200.2,0,0,0,0.000152277,0,0,0,0,0
tas2r200.1,0,0,0,0,0,0,0,0,0
gstt1a,0.058691207,0.02252816,0.022515528,0.269834019,0.029946929,0.01793722,0.00462963,0.025179856,0.010657194
mmp11a,0,0.001251564,0,0.00045683,0,0,0,0,0
derl3,0.00194274,0.002503129,0.002329193,0.005025126,0,0.002242152,0,0,0
smarcb1a,0.200817996,0.178973717,0.188664596,0.408557941,0.185746778,0.062780269,0.122685185,0.119218911,0.078152753
RALGDS,0.002147239,0.007509387,0.001552795,0.010507081,0.000379075,0.02690583,0,0.002055498,0.014209591
ptgesl,0.072392638,0.078848561,0.097826087,0.338358459,0.075056861,0.060538117,0.060185185,0.027749229,0.09946714
odf2b,0.063394683,0.042553191,0.019409938,0.095020557,0.020470053,0.006726457,0.020833333,0.005652621,0.010657194
snrnp200,0.237730061,0.132665832,0.100931677,0.381452718,0.090219864,0.035874439,0.076388889,0.051387461,0.081705151
slc20a1a,0.000408998,0,0,0.000913659,0.001137225,0.002242152,0.002314815,0,0
vgll4l,0.003578732,0.001251564,0.001552795,0.009441145,0.001137225,0.006726457,0.002314815,0.003083248,0.001776199
syn1,0.001431493,0.001251564,0.119565217,0.000152277,0.023123578,0.002242152,0.050925926,0.005652621,0.007104796
unm-hu7912,0.001431493,0,0.026397516,0.002284148,0.003411676,0.00896861,0.020833333,0.000513875,0
AL929453.1,0,0,0,0,0,0,0,0,0
gadd45ga,0.225460123,0.13767209,0.145962733,0.091365921,0.195981804,0.069506726,0.127314815,0.275950668,0.110124334
creb3l3l,0.023824131,0.091364205,0.267080745,0.035632709,0.117892343,0.141255605,0.101851852,0.109455293,0.204262877
nim1k,0.000204499,0.001251564,0.001552795,0,0,0,0,0,0
znf131,0.028425358,0.020025031,0.032608696,0.080097457,0.020470053,0.015695067,0.013888889,0.019013361,0.012433393
selenop,0.031697342,0.052565707,0.078416149,0.014313994,0.029188779,0.596412556,0.069444444,0.017985612,0.062166963
ghra,0.019018405,0.005006258,0.005434783,0.059844678,0.0030326,0.112107623,0.002314815,0.000513875,0.003552398
fbxo4,0.000511247,0.001251564,0.000776398,0.000761383,0,0.004484305,0.002314815,0,0
C8H5orf51,0.120961145,0.222778473,0.24689441,0.17572712,0.206595906,0.127802691,0.259259259,0.196813977,0.197158082
oxct1a,0.049795501,0.077596996,0.059006211,0.178163545,0.048142532,0.035874439,0.025462963,0.027235355,0.156305506
plcxd3,0.003783231,0,0.031055901,0.001675042,0.029946929,0.002242152,0.00462963,0.022096608,0.005328597
c7a,0,0,0,0,0,0,0,0,0.001776199
rgs7bpa,0.002249489,0.002503129,0.041925466,0.002284148,0.010614102,0,0.002314815,0.003597122,0
htr1aa,0.000613497,0,0.02173913,0,0.034116755,0,0.00462963,0,0.003552398
ipo11,0.04406953,0.017521902,0.01552795,0.12258261,0.014404852,0.013452915,0.009259259,0.003597122,0.001776199
lipg,0.071267894,0.012515645,0.02173913,0.144205878,0.03449583,0.239910314,0.018518519,0.011305242,0.01598579
mthfd2l,0.003067485,0.002503129,0.010869565,0.004872849,0.007960576,0.004484305,0.002314815,0.002569373,0.001776199
epgn,0.003476483,0.021276596,0.008540373,0.004416019,0.005686126,0.013452915,0.006944444,0.00668037,0.012433393
si:dkey-164f24.2,0.011145194,0.037546934,0.121118012,0.007766103,0.06444276,0.307174888,0.127314815,0.021068859,0.042628774
RFESD,0.000204499,0,0.002329193,0.001370489,0.001895375,0,0.002314815,0.000513875,0
ncs1b,0.001635992,0.002503129,0.010869565,0.00045683,0.007581501,0,0,0,0.001776199
hmcn2,0.000102249,0,0,0.000609106,0,0,0,0,0
zgc:194839,0.000102249,0,0.000776398,0.002740978,0.001137225,0,0.002314815,0.001541624,0.001776199
si:dkey-56i24.1,0.000408998,0.002503129,0.003881988,0.000913659,0.001895375,0,0.00462963,0.001027749,0
ralgps1,0.002453988,0.002503129,0.060559006,0.000609106,0.026156179,0.002242152,0.023148148,0.010277492,0.003552398
angptl2b,0.004396728,0.001251564,0.002329193,0.017511801,0,0.004484305,0,0,0.003552398
si:dkey-191c17.2,0,0,0,0,0,0,0,0,0
zbtb34,0.000102249,0,0,0.000152277,0,0,0,0,0.001776199
lmx1bb,0.00593047,0.001251564,0.007763975,0.007613827,0.000379075,0.002242152,0,0.001541624,0.001776199
mvb12bb,0,0,0.000776398,0,0,0,0,0,0
pbx3b,0.05,0.075093867,0.351708075,0.05314451,0.192949204,0.029147982,0.076388889,0.028776978,0.021314387
gapvd1,0.015337423,0.007509387,0.017857143,0.019034567,0.011372252,0.022421525,0.002314815,0.010791367,0.014209591
BX005399.7,0,0,0,0,0,0,0,0,0
BX005399.10,0,0,0,0,0,0,0,0,0
BX005399.9,0,0,0,0,0,0,0,0,0
BX005399.6,0,0,0,0,0,0,0,0,0
BX005399.5,0,0,0,0,0,0,0,0,0
BX005399.1,0.001022495,0,0.001552795,0.00045683,0.000379075,0,0,0,0
BX005399.8,0,0,0,0,0,0,0,0,0
BX005399.3,0,0,0,0,0,0,0,0,0
BX005399.12,0,0,0,0,0,0,0,0,0
BX005399.11,0,0,0,0,0,0,0,0,0
BX005399.2,0,0,0,0,0,0,0,0,0
BX005399.4,0,0,0.000776398,0,0,0,0,0,0
BX247865.2,0,0,0,0,0,0,0,0,0
BX247865.3,0.000204499,0,0,0.000152277,0,0,0,0,0
CABZ01052743.1,0,0,0,0,0,0,0,0,0
CABZ01052747.1,0,0,0,0,0,0,0,0,0
hpdb,0.000102249,0.002503129,0.000776398,0,0.000379075,0.011210762,0,0.002055498,0.007104796
setd1bb,0,0,0,0,0,0,0,0,0
CABZ01049825.1,0,0,0,0,0,0,0,0,0
BX005361.6,0,0,0,0,0,0,0,0,0
BX005361.5,0,0,0,0,0,0,0,0,0
BX005361.2,0.000511247,0,0.000776398,0.001065936,0.00075815,0,0,0.000513875,0.001776199
BX005361.4,0,0,0,0,0,0,0,0,0
BX005361.3,0,0,0,0,0,0,0,0,0
BX005361.1,0,0,0,0,0,0,0,0,0
BX897670.1,0.000204499,0,0,0.000152277,0,0,0,0,0
BX322622.1,0,0,0,0,0,0,0,0,0
slc15a4,0.007259714,0.013767209,0.01242236,0.023602863,0.009476876,0.056053812,0.020833333,0.008221994,0.010657194
glt1d1,0.000204499,0,0.000776398,0.001065936,0,0,0,0,0.001776199
TMEM132D,0.000613497,0.01126408,0.006987578,0.000304553,0.005307051,0.00896861,0.081018519,0.01336074,0.014209591
CT583723.2,0.000204499,0,0,0,0,0,0,0,0
si:dkey-33b17.3,0,0,0,0,0,0,0,0,0
mhc2b,0.001226994,0.002503129,0,0.001370489,0,0,0,0.001541624,0
si:busm1-194e12.11,0,0,0,0.000152277,0,0,0,0,0
zgc:103700,0,0,0,0.000152277,0,0,0,0,0
FO744840.1,0,0,0,0,0,0,0,0,0
si:zfos-367g9.1,0,0,0,0,0,0,0,0,0
mhc2bl,0.000204499,0.001251564,0.000776398,0,0,0,0,0.000513875,0
si:zfos-2070c2.1,0,0,0,0.000304553,0,0,0,0,0
si:zfos-2070c2.3,0,0,0,0,0,0,0,0,0
si:busm1-194e12.8,0,0,0,0.000152277,0,0,0,0,0
mhc2dab,0,0,0,0,0,0,0,0,0
mhc2a,0.000102249,0,0.001552795,0,0.000379075,0,0,0,0
slc7a4,0.000408998,0,0.005434783,0.000609106,0.003790751,0,0.002314815,0.001541624,0
ccdc157,0.004703476,0.005006258,0.002329193,0.025277905,0.001137225,0,0.002314815,0,0.003552398
sf3a1,0.206339468,0.111389237,0.154503106,0.424242424,0.124715694,0.065022422,0.104166667,0.076053443,0.069271758
pold2,0.082310838,0.015018773,0.01242236,0.239530988,0.017816528,0.004484305,0.009259259,0.00668037,0.003552398
pqbp1,0.122699387,0.085106383,0.079968944,0.316887468,0.070887036,0.040358744,0.043981481,0.044707091,0.030195382
gpkow,0.146523517,0.102628285,0.159161491,0.324653571,0.108794541,0.056053812,0.069444444,0.107399794,0.08348135
magixb,0,0,0,0,0.000379075,0.002242152,0.002314815,0.001541624,0
iqsec2b,0.001533742,0,0.010093168,0.003045531,0.001895375,0.006726457,0.002314815,0.001027749,0
kdm5c,0.199693252,0.202753442,0.426242236,0.346885945,0.30136467,0.156950673,0.215277778,0.245118191,0.188277087
renbp,0.00204499,0,0,0.009288869,0.000379075,0,0.00462963,0.001027749,0.003552398
si:ch211-218o21.4,0.001738241,0,0.001552795,0.001065936,0.005307051,0.004484305,0.00462963,0.002569373,0.001776199
zgc:162200,0.055010225,0.025031289,0.041925466,0.110095934,0.061031084,0.078475336,0.041666667,0.016443988,0.046181172
ren,0,0,0,0.000152277,0,0,0,0,0
csf1b,0.000408998,0,0,0.001218212,0,0.002242152,0,0.001027749,0
rbm39b,0.131697342,0.091364205,0.170807453,0.287954926,0.122441243,0.060538117,0.113425926,0.077081192,0.110124334
rh50,0,0,0,0,0,0,0,0,0
slc12a5b,0.000715746,0.006257822,0.161490683,0.000152277,0.053828658,0.006726457,0.046296296,0.032374101,0.019538188
eif2d,0.055623722,0.052565707,0.037267081,0.158824425,0.039044731,0.022421525,0.018518519,0.012846865,0.017761989
mapkapk2b,0,0.006257822,0.000776398,0,0.000379075,0,0,0.000513875,0.056838366
fmodb,0.000102249,0,0,0,0,0,0.002314815,0.000513875,0.001776199
or135-1,0.000102249,0,0,0.000152277,0,0,0,0,0
adrb3a,0.000715746,0,0,0.000304553,0.00075815,0.011210762,0.006944444,0.001027749,0
npm2a,0.000306748,0,0.000776398,0.000152277,0,0,0.002314815,0,0
got1l1,0.000102249,0,0.001552795,0,0.000379075,0,0,0,0
prlhr2a,0.000102249,0,0.000776398,0.000152277,0,0.002242152,0,0.000513875,0
rab11fip1a,0.002453988,0.001251564,0.000776398,0.006395614,0.00075815,0.02690583,0,0.001027749,0.001776199
adgra2,0.000306748,0,0,0.001218212,0,0.006726457,0,0,0
pdlim2,0.001022495,0.001251564,0.002329193,0.004720573,0.00075815,0.013452915,0.002314815,0.001027749,0.003552398
sorbs3,0.011758691,0.010012516,0.005434783,0.019186843,0.00227445,0.118834081,0.009259259,0.000513875,0.003552398
nkx6.3,0.000102249,0,0,0,0,0,0,0,0
inpp5l,0.034764826,0.086357947,0.022515528,0.048880767,0.015163002,0.035874439,0.046296296,0.012846865,0.127886323
foxb2,0,0,0,0,0,0,0,0,0
rfk,0.012167689,0.010012516,0.013198758,0.037612304,0.008339651,0.006726457,0.002314815,0.004624872,0.023090586
si:ch211-198d23.1,0,0,0,0,0,0,0,0,0
pcsk5b,0.003578732,0.007509387,0.000776398,0.013400335,0.0015163,0.00896861,0.002314815,0.000513875,0
CR392001.3,0,0,0,0.000152277,0,0,0,0,0
lzts1,0.0099182,0,0.031832298,0.007004721,0.004169826,0.002242152,0,0,0
msi1,0.435071575,0.710888611,0.087732919,0.663316583,0.162623199,0.497757848,0.069444444,0.041623844,0.658969805
si:dkey-63d15.12,0.000102249,0,0,0.000152277,0,0,0,0,0
TMEM233,0.006339468,0.012515645,0,0.00045683,0.00075815,0.004484305,0,0,0.008880995
prkab1b,0.125869121,0.100125156,0.032608696,0.373534338,0.027672479,0.139013453,0.053240741,0.015930113,0.053285968
CT027598.2,0,0,0,0,0,0,0,0,0
pla2g1b,0.000715746,0,0,0.00045683,0,0,0,0,0
asgrl1,0,0,0,0.000152277,0,0,0,0,0
si:ch211-170d8.8,0.000204499,0,0,0.000152277,0.000379075,0,0,0,0
cox6a1,0.761656442,0.740926158,0.800465839,0.970915182,0.762319939,0.771300448,0.837962963,0.538026721,0.914742451
hps4,0.004703476,0.002503129,0.002329193,0.02634384,0.003411676,0.004484305,0.009259259,0.003083248,0.005328597
si:ch211-170d8.2,0.007055215,0.002503129,0.005434783,0.044312471,0.000379075,0,0,0.001027749,0
hnf1a,0.000102249,0,0,0.00045683,0,0,0,0,0
zgc:162025,0.187832311,0.105131414,0.055124224,0.51713111,0.06974981,0.073991031,0.018518519,0.024152107,0.023090586
ftr98,0.001329243,0,0,0,0,0,0,0,0
zgc:174931,0.001635992,0,0,0.001065936,0.001137225,0.002242152,0,0,0
unc119.1,0.090388548,0.046307885,0.041925466,0.128673671,0.026914329,0.042600897,0.011574074,0.010791367,0.017761989
mlec,0.007464213,0.002503129,0.017080745,0.018577737,0.018953753,0,0.00462963,0.003597122,0.003552398
cabp1a,0.000204499,0,0.017080745,0.000609106,0.037907506,0,0,0,0
asphd2,0.017586912,0.003754693,0.093167702,0.03822141,0.045868082,0.049327354,0.037037037,0.01336074,0.010657194
ggt5a,0.011656442,0.001251564,0.011645963,0.040657835,0.002653525,0.013452915,0,0.000513875,0.046181172
ggt1a,0.000204499,0.001251564,0.000776398,0.000304553,0,0,0,0,0
lrrc75ba,0.000204499,0,0.000776398,0,0.00227445,0,0,0.002055498,0
gpx8,0.028527607,0.005006258,0.008540373,0.17618395,0.003790751,0.02690583,0.002314815,0.001541624,0.001776199
anapc5,0.027811861,0.01126408,0.007763975,0.075681437,0.004927976,0.002242152,0.00462963,0.003083248,0
rnf34a,0.022903885,0.007509387,0.044254658,0.045530684,0.029188779,0.02690583,0.048611111,0.014902364,0.18294849
kdm2ba,0.158997955,0.121401752,0.248447205,0.339424395,0.172479151,0.053811659,0.094907407,0.138746146,0.072824156
orai1a,0.008793456,0.005006258,0,0.026648393,0.001895375,0.02690583,0.002314815,0,0
aplnra,0.030879346,0.077596996,0.007763975,0.028323435,0.025018954,0.024663677,0.009259259,0.008221994,0.017761989
tbc1d10aa,0.061349693,0.10387985,0.020962733,0.075376884,0.017437453,0.103139013,0.048611111,0.013874615,0.126110124
myl7,0.000102249,0,0.000776398,0.005025126,0,0,0,0,0
gck,0.000920245,0.002503129,0,0.000152277,0,0,0,0,0.001776199
NPC1L1,0.000306748,0,0.000776398,0.002436425,0.00075815,0,0,0,0
izumo1,0,0,0,0,0,0,0,0,0
dusp2,0.023619632,0.023779725,0.098602484,0.093193239,0.076573161,0.213004484,0.166666667,0.179856115,0.060390764
adra2b,0.000102249,0,0.000776398,0.000761383,0.000379075,0,0,0.001027749,0
gpat2,0.000306748,0.001251564,0.005434783,0.00045683,0.003411676,0,0.002314815,0,0
fahd2a,0.023619632,0.041301627,0.013975155,0.055428658,0.015542077,0.112107623,0.009259259,0.010791367,0.021314387
zgc:152830,0.066973415,0.057571965,0.050465839,0.209989341,0.03146323,0.042600897,0.030092593,0.016957862,0.03374778
rnf10,0.293456033,0.330413016,0.580745342,0.466575301,0.410917362,0.271300448,0.384259259,0.353545735,0.381882771
pop5,0.094785276,0.051314143,0.045031056,0.350845135,0.037907506,0.078475336,0.016203704,0.009763618,0.056838366
olfml2a,0.000817996,0.001251564,0.000776398,0,0.000379075,0,0,0,0
si:ch211-152p23.2,0,0,0,0,0,0,0,0,0
arpc5la,0.048875256,0.09261577,0.111801242,0.134612456,0.088703563,0.071748879,0.074074074,0.056526208,0.071047957
golga1,0.024948875,0.035043805,0.048136646,0.04263743,0.033358605,0.031390135,0.027777778,0.039054471,0.062166963
si:ch211-158d24.2,0.002862986,0.003754693,0.008540373,0.00045683,0.0030326,0.002242152,0.00462963,0.010791367,0.001776199
BX005462.3,0,0,0,0,0,0,0,0,0
si:ch211-158d24.4,0,0,0,0.000152277,0,0,0,0,0
gfra2a,0.000204499,0,0.001552795,0.000761383,0.0015163,0,0.030092593,0.001027749,0
dok2,0.000408998,0,0,0.000304553,0.000379075,0,0,0.000513875,0.001776199
kazald3,0.000408998,0.001251564,0.000776398,0.001218212,0.000379075,0,0,0,0
crybb2,0.000204499,0,0.000776398,0.000152277,0.001137225,0,0,0.001027749,0
si:ch73-138n13.1,0.068711656,0.146433041,0.071428571,0.095934217,0.051554208,0.186098655,0.060185185,0.056526208,0.113676732
zgc:194007,0.000613497,0.001251564,0,0.000304553,0.00075815,0.002242152,0,0.001027749,0
slc23a2,0.016564417,0.02252816,0.043478261,0.111009593,0.03070508,0.01793722,0.030092593,0.012846865,0.085257549
rassf2a,0.059509202,0.051314143,0.167701863,0.052535404,0.053449583,0.020179372,0.016203704,0.054470709,0.005328597
prnpa,0,0.003754693,0.001552795,0.000304553,0.000379075,0,0,0.001541624,0.113676732
ccdc92,0.003067485,0.006257822,0.086180124,0.002740978,0.014025777,0.013452915,0.013888889,0.012846865,0.019538188
rflna,0.000408998,0,0,0.000761383,0,0,0,0,0
ncor2,0.100306748,0.100125156,0.218944099,0.152581087,0.173616376,0.125560538,0.094907407,0.103288798,0.136767318
ep400,0.014417178,0.012515645,0.035714286,0.029541648,0.019711903,0.00896861,0.00462963,0.015930113,0.010657194
ulk1a,0.001226994,0,0,0.002436425,0.000379075,0.004484305,0.00462963,0.000513875,0
adgrd1,0,0.001251564,0.000776398,0.000152277,0,0,0,0,0.001776199
AL808129.2,0,0,0,0,0,0,0,0,0
rimbp2,0,0,0.004658385,0.000152277,0.00227445,0,0,0,0
stx2b,0.000306748,0.001251564,0.001552795,0.001827318,0,0.004484305,0.009259259,0.000513875,0
piwil1,0.000408998,0,0,0.003806913,0.000379075,0,0,0,0
fzd10,0.01206544,0.001251564,0.008540373,0.024516522,0.002653525,0.006726457,0,0.000513875,0
CU914776.2,0,0,0,0,0,0,0,0,0
si:busm1-228j01.4,0,0,0,0.000152277,0,0,0,0,0
si:busm1-228j01.6,0,0,0,0.005329679,0,0,0,0,0
mhc1laa,0.01002045,0.006257822,0.00931677,0.018577737,0.003790751,0.013452915,0.009259259,0.004110997,0.007104796
mhc1lba,0.000613497,0,0.000776398,0.000152277,0,0.002242152,0,0,0
si:ch73-211l2.3,0.000102249,0,0,0.000609106,0,0,0,0,0
si:dkey-220o5.5,0,0,0,0,0,0,0,0,0
rsph14,0.000204499,0,0,0,0,0,0,0,0
bag4,0.04601227,0.016270338,0.051242236,0.152276534,0.045109932,0.013452915,0.043981481,0.019013361,0.01598579
lsm1,0.335582822,0.166458073,0.175465839,0.356479367,0.1641395,0.107623318,0.166666667,0.096608428,0.088809947
grk5l,0.005419223,0.008760951,0.045807453,0.007766103,0.018574678,0.011210762,0,0.012332991,0.003552398
star,0.000306748,0,0.002329193,0.000761383,0.001137225,0.002242152,0,0,0
elmod3,0.002249489,0.001251564,0.00310559,0.002284148,0.0015163,0.002242152,0.006944444,0,0
si:ch1073-459j12.1,0.001022495,0,0.000776398,0.001065936,0.0015163,0,0.00462963,0.001027749,0
FO082780.1,0,0.003754693,0.000776398,0,0,0.002242152,0,0.000513875,0.01598579
cacna1fa,0.000102249,0.02252816,0.002329193,0.00045683,0.002653525,0.002242152,0.002314815,0.001027749,0.113676732
praf2,0.068200409,0.036295369,0.118012422,0.189888838,0.039423806,0.159192825,0.037037037,0.042137718,0.024866785
timm17b,0.000204499,0,0,0.000152277,0,0,0,0,0
CRAT,0.003680982,0.001251564,0.002329193,0.008375209,0.001895375,0.006726457,0.00462963,0.000513875,0
si:ch211-163b2.4,0.000102249,0,0,0.000152277,0,0,0,0,0
si:ch211-220m6.4,0,0,0,0,0,0,0,0,0
adamts13,0,0,0,0,0,0,0,0,0
ubap2b,0.267177914,0.120150188,0.159161491,0.487132633,0.146702047,0.065022422,0.078703704,0.072970195,0.051509769
pabpc1l,0.001431493,0,0,0,0.000379075,0.002242152,0,0,0
chmp4bb,0.102556237,0.052565707,0.13431677,0.197807218,0.112206217,0.168161435,0.064814815,0.064748201,0.03374778
tti2,0.02597137,0.015018773,0.030279503,0.080554287,0.014783927,0.011210762,0.00462963,0.013874615,0.001776199
mak16,0.267586912,0.117647059,0.083850932,0.719049794,0.119787718,0.051569507,0.043981481,0.04676259,0.035523979
ywhabb,0.579038855,0.526908636,0.733695652,0.851530379,0.699014405,0.582959641,0.731481481,0.515930113,0.554174067
SLC18A1,0.000204499,0,0,0,0,0,0,0,0
CU137648.2,0,0,0,0,0,0,0,0,0
ppiaa,0.985889571,0.946182728,0.913043478,0.998020405,0.863912055,0.881165919,0.666666667,0.801130524,0.644760213
ogdha,0.104294479,0.077596996,0.202639752,0.308512258,0.145943897,0.098654709,0.150462963,0.039568345,0.131438721
adam9,0.00408998,0.005006258,0.004658385,0.009441145,0.003790751,0.013452915,0.006944444,0.001541624,0.01598579
nudt18,0.002556237,0.006257822,0.011645963,0.015532206,0.007960576,0.00896861,0.011574074,0.008221994,0.003552398
fam160b2,0.00194274,0.005006258,0.000776398,0.008070656,0.0015163,0.00896861,0,0.000513875,0
si:ch211-119d14.2,0,0,0,0,0,0,0,0,0
si:ch211-119d14.3,0.000408998,0,0,0.000761383,0.000379075,0,0,0,0
pimr188,0.001022495,0,0,0.002131871,0,0,0,0,0
mtor,0.064621677,0.052565707,0.060559006,0.108877722,0.045868082,0.053811659,0.034722222,0.019013361,0.026642984
angptl7,0.000511247,0.001251564,0.001552795,0.003197807,0.00075815,0.002242152,0.00462963,0.002569373,0.001776199
si:dkey-75a21.2,0.022494888,0.020025031,0.026397516,0.041266941,0.014025777,0.020179372,0.018518519,0.008735868,0.012433393
qars1,0.06993865,0.012515645,0.052795031,0.261915639,0.043972707,0.029147982,0.006944444,0.016443988,0.019538188
ogg1,0.014314928,0.007509387,0.010869565,0.049794427,0.013646702,0.00896861,0.009259259,0.009249743,0.003552398
si:ch211-196g2.4,0.003067485,0.002503129,0.048913043,0.004111466,0.068612585,0.062780269,0.011574074,0.001541624,0.010657194
sult1st7,0,0,0,0.000304553,0,0,0,0,0.001776199
sult1st9,0.000102249,0,0.000776398,0.000609106,0,0,0,0,0
sult1st1,0.004192229,0.006257822,0.005434783,0.016141313,0.005686126,0.029147982,0.002314815,0.004110997,0.008880995
sult1st2,0.000204499,0,0.000776398,0,0,0,0,0,0
pimr187,0.000102249,0,0,0.000609106,0,0,0,0,0
pimr186,0.000306748,0,0,0.000761383,0.000379075,0,0,0,0
sult1st3,0.000511247,0.002503129,0.000776398,0.000761383,0,0,0,0,0
tas1r2.2,0,0,0,0,0,0,0,0,0
her3,0.001635992,0,0.000776398,0.007309274,0,0,0,0,0
gpr153,0.000204499,0,0.002329193,0.000152277,0.002653525,0,0,0,0
acot7,0.005828221,0.002503129,0.016304348,0.007766103,0.004169826,0.006726457,0.002314815,0.001027749,0.001776199
hes2.2,0.416155419,0.072590738,0.077639752,0.134155627,0.090219864,0.047085202,0.041666667,0.095580678,0.007104796
hes2.1,0.02208589,0.007509387,0.004658385,0.015075377,0.004169826,0.002242152,0.00462963,0.002569373,0
espn,0.005010225,0.012515645,0.004658385,0.005481955,0.003411676,0.100896861,0.009259259,0.005652621,0.094138544
arhgef16,0.000511247,0.002503129,0,0.000761383,0.000379075,0,0,0,0.007104796
ybx1,0.995603272,0.973717146,0.975931677,0.999695447,0.96550417,0.952914798,0.891203704,0.936279548,0.870337478
ppih,0.447443763,0.221526909,0.167701863,0.707172225,0.196739955,0.100896861,0.157407407,0.067317575,0.042628774
si:dkeyp-100a1.6,0,0,0,0.000152277,0,0,0,0,0
pimr189,0.000613497,0.008760951,0,0.001218212,0.0015163,0,0,0.000513875,0
mthfr,0.01993865,0.02252816,0.029503106,0.044007918,0.021228203,0.011210762,0.011574074,0.010277492,0.008880995
pex10,0.005623722,0.007509387,0.008540373,0.013248058,0.004548901,0.002242152,0.00462963,0.004110997,0.008880995
plch2a,0.003374233,0.122653317,0.086956522,0.000913659,0.041698256,0.013452915,0.236111111,0.036485098,0.341030195
si:ch211-251b21.1,0.139263804,0.125156446,0.056677019,0.056494594,0.053449583,0.109865471,0.071759259,0.040596095,0.04973357
dpp9,0.059304703,0.032540676,0.078416149,0.110248211,0.045489007,0.02690583,0.023148148,0.029804728,0.014209591
CU499311.1,0,0,0,0,0,0,0,0,0
si:ch211-243p7.3,0.00194274,0,0,0.006700168,0.001137225,0,0.002314815,0.001541624,0
kank3,0.001022495,0.001251564,0,0.004111466,0.000379075,0.002242152,0,0,0.001776199
ndufa7,0.262269939,0.192740926,0.302795031,0.543018121,0.271796816,0.329596413,0.337962963,0.149537513,0.486678508
pimr185,0,0,0,0,0,0,0,0,0
si:dkeyp-104h9.5,0.005112474,0.003754693,0.00621118,0.005481955,0.001137225,0.002242152,0.002314815,0.005138746,0.005328597
plod1a,0.00603272,0.005006258,0.001552795,0.031825796,0.001895375,0.022421525,0,0.000513875,0.001776199
mfn2,0.017075665,0.018773467,0.056677019,0.048728491,0.028051554,0.006726457,0.018518519,0.006166495,0.030195382
si:ch211-263k4.2,0.000204499,0,0,0.000152277,0,0,0,0,0
si:ch211-215j19.12,0,0,0.000776398,0,0,0,0,0,0
nppal,0.000306748,0,0,0,0,0,0,0,0
nppb,0.000306748,0,0,0.000609106,0,0,0,0,0
nppa,0.000204499,0,0,0.000152277,0,0,0,0,0
clcn6,0.002862986,0.001251564,0.011645963,0.005634232,0.005686126,0,0.002314815,0.004624872,0.003552398
pimr183,0,0,0,0,0,0,0,0,0
pimr182,0.000204499,0.001251564,0,0.000304553,0.000379075,0,0,0,0
